i,address,end,name_i,newlines,name,string
23,0x1094a1,0x1095e8,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""<waita>@""]",,"Aahhh! <player>…
Did you find a
cub? Really…
Well, If you
think about it,
it was a good
thing <player>.
If there was a
cub, there would
also be a
mother. What if
someone got
attacked by the
mother bear?
The hunters
might hunt her
down too. So, it
was good that we
didn't find the
cub. Let's go
home <player>."
24,0x1095e8,0x109619,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Time to get up.
… I don't feel
too well…
"
25,0x109619,0x1096a6,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"What happened
<player>? You look
pale…

<name>0I think I got
sick…Can I stay
in bed today?

<name>1No way!…I'm
kidding. Have a
good rest♥
"
26,0x1096a6,0x1096d4,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"It's time to get
up… I have a
fever…?
"
27,0x1096d4,0x10974d,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"What's wrong?
You look pale,
<player>…

<name>0I think I'm
sick. Can I
stay in bed
today…?
<name>1OK. Have a
good rest."
28,0x10974d,0x1097b8,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Good morning
<player>! Today is
your birthday,
isn't it? I have
a present for
you. Happy
birthday!
"
29,0x1097b8,0x1097ed,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Her present was
a very warm and
kind gesture…
"
30,0x1097ed,0x10984d,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Good morning
<player>. Today is
your birthday,
right? I have
a gift for you.
Happy birthday!"
31,0x10984d,0x10987f,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"His gift was a
very warm and
kind gesture…
"
32,0x10987f,0x1098d0,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"The present is
a big rucksack!!
Now you can
carry twice as
many items!
"
33,0x1098d0,0x1099b0,6,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Hey, you must be
a newcomer. I'm
Joe. Nice to
meet you. The
morning fair is
held here on
Tuesdays and
Saturdays from
6AM till 9AM.
You can sell
your products
there. Let me
know if you want
to join us."
34,0x1099b0,0x109a25,6,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GT000@""]",,"Hey <player>!!
What are you
doing here so
early? Do you
want to join the
morning fair?

 Yes          No<ask>"
35,0x109a25,0x109a48,6,"[""\\n"", ""<waita>@""]",,"The morning fair
is over today."
36,0x109a48,0x109a73,6,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"There is no
morning fair
today, <player>.
"
37,0x109a73,0x109ad2,10,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GT000@""]",,"Hello <player>.
The ferry is
going to the
island. Do you
want to go?
 Yes          No<ask>"
38,0x109ad2,0x109b28,10,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GT000@""]",,"Going somewhere?
The last ferry
is at 6 PM…
Get on?

 Yes          No<ask>"
39,0x109b28,0x109b8a,10,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"<player> it's too
late to leave
the port…,
but I'll make
an exception
for you this
time!
"
40,0x109b8a,0x109b9f,,"[""\\n"", ""<waita>@""]",,"Carp
            <var>0"
41,0x109b9f,0x109bb9,,"[""\\n"", ""<waita>@""]",,"King Carp
            <var>0"
42,0x109bb9,0x109bd3,,"[""\\n"", ""<waita>@""]",,"Snakehead
            <var>0"
43,0x109bd3,0x109bee,,"[""\\n"", ""<waita>@""]",,"Black Bass
            <var>0"
44,0x109bee,0x109c07,,"[""\\n"", ""<waita>@""]",,"Bluegill
            <var>0"
45,0x109c07,0x109c23,,"[""\\n"", ""<waita>@""]",,"King Salmon
            <var>0"
46,0x109c23,0x109c3e,,"[""\\n"", ""<waita>@""]",,"Parrotfish
            <var>0"
47,0x109c3e,0x109c57,,"[""\\n"", ""<waita>@""]",,"Blowfish
            <var>0"
48,0x109c57,0x109c6e,,"[""\\n"", ""<waita>@""]",,"Dorado
            <var>0"
49,0x109c6e,0x109c87,,"[""\\n"", ""<waita>@""]",,"Sailfish
            <var>0"
50,0x109c87,0x109ca2,,"[""\\n"", ""<waita>@""]",,"Coelacanth
            <var>0"
51,0x109ca2,0x109cbd,,"[""\\n"", ""<waita>@""]",,"Archerfish
            <var>0"
52,0x109cbd,0x109cda,,"[""\\n"", ""<waita>@""]",,"Horned Shark
            <var>0"
53,0x109cda,0x109cf6,,"[""\\n"", ""<waita>@""]",,"Blue Maomao
            <var>0"
54,0x109cf6,0x109d12,,"[""\\n"", ""<waita>@""]",,"Pink Maomao
            <var>0"
55,0x109d12,0x109d2f,,"[""\\n"", ""<waita>@""]",,"King of Lake
            <var>0"
56,0x109d2f,0x109f34,16,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", "" <arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", "" <arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"We have both
salt and fresh
water fish here.
You can see them
for free, but we
only have Carp
and King Carp
now… I want to
make this
aquarium a lot
bigger…
I know we've
just met, but
since I don't
have time to do
it myself, can
you go fishing
for me? You can
keep the fish in
your rucksack.
When you get the
fish, give it to
me, and I'll put
them in the fish
tank. If you
want to see the
fish, press the
A Button in
front of the
tank. I'm
counting on you!
"
57,0x109f34,0x109f58,16,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Hi <player>. Make
yourself at
home.
"
58,0x109f58,0x109f88,16,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Thank you
<player>! I will
take good
care of it."
59,0x109f88,0x109fa9,18,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Hey <player>!!
Long time no
see.
"
60,0x109fa9,0x109fdb,18,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"I love aquariums
very much!! They
are fun!
"
61,0x109fdb,0x10a00b,20,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"How have you
been, <player>? How
is your farm?
"
62,0x10a00b,0x10a04d,20,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"This is the
only place where
you can see the
fish swimming."
63,0x10a04d,0x10a07e,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Fish that live
on the farm and
in the lake.
"
64,0x10a07e,0x10a0bd,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Fish that live
around the pier
and around the
island town."
65,0x10a0bd,0x10a0db,,"[""\\n"", ""<waita>@""]",,"Fish that live
in the ocean."
66,0x10a0db,0x10a104,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"You can see the
mystical fish
here.
"
67,0x10a104,0x10a13f,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GT000@""]",,"View inside of
the fish tank?

 Yes          No<ask>"
68,0x10a13f,0x10a157,,"[""\\n"", ""<waita>@""]",,"Is the fish
tank full?"
69,0x10a157,0x10a22c,8,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Hi <player>.
You look happy.
What? A meteor
shower!? …I
totally forgot
about that! Did
you come to ask
me to go with
you? Of course
I'll go with
you. I will be
at the cliff at
11PM waiting for
you."
70,0x10a22c,0x10a267,8,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Hey, I've been
waiting for you!
It is almost
time."
71,0x10a267,0x10a2cc,8,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Hey <player>!!
Wasn't it
romantic? I was
speachless.
Let's come here
together next
time too.
"
72,0x10a2cc,0x10a30c,11,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"<player>, you made
it. This is the
best spot. It's
about time…"
73,0x10a30c,0x10a396,11,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Don't you think
fireworks are so
romantic? Thank
you for watching
them with me
tonight. I hope
we can do this
next year too."
74,0x10a396,0x10a56d,12,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Are you <player> by
any chance? My
name is Marla!
Nice to meet
you! How many
years have past
since I saw
someone? I
thought it was
going to be just
another day by
myself. You
are just as I'd
imagined.
Nice and kind…
I'm so happy…
Oh, no. I don't
mean to cry…
Here, please
have this!!
It is a Power
Berry, which
gives you
strength if you
eat it. Please
come and see me
again. I will
always be here.
I hope to talk
to you again."
75,0x10a56d,0x10a5c8,12,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Thank you for
coming here so
early… I'm
always alone, so
I'm happy to see
you."
76,0x10a5c8,0x10a616,12,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"You have come a
long way too see
me… I am happy
too be your
friend.
"
77,0x10a616,0x10a6a8,12,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""<waita>@""]",,"Have you ever
heard that there
is a devil in
the ocean at
night? I'm just
kidding, but the
ocean can be
very dangerous
at night."
78,0x10a6a8,0x10a844,12,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Ah, <player>…
Hello! What? I
look sad? No,
I'm fine… Did
you hear about
the lake?…
… … … …
… … … …
Really. It's
become a legend
like that…
Yes, I used to
have a boyfriend
named Rocky. He
went fishing on
a stormy night
with Ricky…
But I belive
that he is still
alive somewhere,
and I will see
him again. I'll
keep looking for
him. I am not
lonely, you see?
I have you too."
79,0x10a844,0x10a873,12,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Well, do you
know how Ricky
is doing…?
"
80,0x10a873,0x10a8a8,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GT000@""]",,"Go back to the
village?

 Yes          No<ask>"
81,0x10a8a8,0x10a8d8,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GT000@""]",,"Go to the
village?

 Yes          No<ask>"
82,0x10a8d8,0x10a90a,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GT000@""]",,"Go out to the
ocean?

 Yes          No<ask>"
83,0x10a90a,0x10a92f,,"[""\\n"", ""10GT000@""]",,"Go outside?
 Yes          No<ask>"
84,0x10a92f,0x10a9e2,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", "" \\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"I'll mainly take
care of the
animals, but in
the morning can
you tell me what
daily chores
to do? Let's
work hard
together to
build a great
farm, partner!
"
85,0x10a92f,0x10a9e2,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", "" \\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"I'll mainly take
care of the
animals, but in
the morning can
you tell me what
daily chores
to do? Let's
work hard
together to
build a great
farm, partner!
"
86,0x10a9e2,0x10aaf2,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GT000@""]",,"By the way
<player>. Are you
going to work on
the field too? I
think it's
best if you
focus on the
animals. In the
morning, can you
tell me the
daily chores
you want me to
do? Do you want
to know how to
give me
instructions?

 Yes          No<ask>"
87,0x10aaf2,0x10ab46,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"First, you'll
see the map of
the field, so
choose a plot
to work on.
<arrow>0"
88,0x10ab46,0x10abdc,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""<waita>@""]",,"Then select the
work: prepare
the soil, till
the soil, sow
the seed, water
the crops and
harvest. Choose
one icon for
each plot.<arrow>0"
89,0x10abdc,0x10ac09,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Press the B
Button to make
changes.
<arrow>0"
90,0x10ac09,0x10ac84,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GT000@""]",,"When you're done
selecting the
work, press
START.
Do you want to
listen to it
again?
 Yes          No<ask>"
91,0x10ac84,0x10acc0,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Let's try our
best to make
Harry's dream
come true!"
