i,address,end,name_i,newlines,name,string
16,0x12cb6d,0x12cba3,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GR000@""]",,"Ch1:Selecting
    Tools

 Read       Next<ask>"
17,0x12cba3,0x12cccb,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", "" <arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Tools used to be
stored in the
tool box, but
you will use the
System Command
this time.
Select a tool in
the Status
Screen. Seeds
can be selected
in the same way.
Now you don't
need to go back
and forth to the
tool box…
Ch1:Selecting
    Tools    END
By Inventor Ann"
18,0x12cccb,0x12ccf6,,"[""\\n"", ""10GR000@""]",,"Ch2:How It Works
 Read       Next<ask>"
19,0x12ccf6,0x12cf46,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Sickle, hoe, ax,
hammer, watering
can and shovel
work as follows.
Sickle:Used to
clear the field
and cut the
grass. Don't use
it to harvest!
Hoe:Used to till
the soil. If you
till a wrong
spot, place a
stone or a log
to undo it.
Ax:Used to chop
stumps.
Hammer:Used to
break stones and
rocks. Hit 6
times to break
big rocks.
Watering Can:
Used to water
vegetables and
flowers. Get
water from the
river.
Shovel:Used to
bring water from
the river. Rice
is only grown on
shoveled fields.
Ch2:How It Works
      END
By Inventor Ann"
20,0x12cf46,0x12cf7f,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GR000@""]",,"Read ‘Cherry Cup
Report'?

 Read       Next<ask>"
21,0x12cf7f,0x12cfbb,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GR000@""]",,"Read ‘Gallop
Stakes Report'?

 Read       Next<ask>"
22,0x12cf7f,0x12cfbb,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GR000@""]",,"Read ‘Gallop
Stakes Report'?

 Read       Next<ask>"
23,0x12cfbb,0x12cff2,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GR000@""]",,"Read ‘Catch
the King!'?

 Read       Next<ask>"
24,0x12cfbb,0x12cff2,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GR000@""]",,"Read ‘Catch
the King!'?

 Read       Next<ask>"
25,0x12cff2,0x12d180,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Fish List
         By Greg
Farm River:Carp,
King Carp, Black
Bass, Bluegill.
Lake:Snakehead,
Black Bass,
Bluegill, King
Salmon.
Village & Wharf
Parrotfish,
Blowfish,
Pink Maomao,
Blue Maomao.
Ocean:Dorado,
Sailfish,
Coelacanth,
Archerfish,
Horned Shark.
But, you need a
boat to sail out
to the ocean!
Secret Info!
Secret Place:
King of Lake.
"
26,0x12d180,0x12d1bf,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GR000@""]",,"Read ‘Mysteries
of the Island'?

 Read       Next<ask>"
27,0x12d1bf,0x12d449,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"No.1:Legend of
the Lake
The water of a
lake, deep
inside of the
forest turns red
on the 24th of
every Fall.
No.2:Meteorites
You can see
meteorites from
the cliff every
other year. The
day is the 7th
of Winter at
11PM!
No.3:Glacier
Archaeologists
say that there
is a gracier
that never melts
on the island...
No.4:Under Sea
Cave
There is a cave
under the sea
where a mermaid
lives. You need
a boat, and you
must follow a
certain route.

No.5:Fireworks
The fireworks
party is held
on the mainland
on the 3rd day
of Summer every
year. The cliff
on the island
is the best
place to see!"
28,0x12d449,0x12d470,,"[""\\n"", ""10GT000@""]",,"Stop reading?
 Yes          No<ask>"
29,0x12d470,0x12d4a2,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GT000@""]",,"Choose another
book?

 Yes          No<ask>"
30,0x12d4a2,0x12d4c6,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Cherry Cup
Derby Race

5th…<var>4<arrow>0"
31,0x12d4c6,0x12d4d7,,"[""\\n"", ""<waita>@""]",,"4th…<var>4
3rd…<var>G<arrow>0"
32,0x12d4d7,0x12d4e8,,"[""\\n"", ""<waita>@""]",,"2nd…<var>4
1st…<var>G<arrow>0"
33,0x12d4e8,0x12d50c,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Cherry Cup
Filly Race
5th…<var>4
<arrow>0"
34,0x12d50c,0x12d51d,,"[""\\n"", ""<waita>@""]",,"4th…<var>4
3rd…<var>G<arrow>0"
35,0x12d51d,0x12d52c,,"[""\\n"", ""<waita>@""]",,"2nd…<var>4
1st…<var>G"
36,0x12d52c,0x12d553,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Gallop Stakes
Derby Race
5th…<var>4
<arrow>0"
37,0x12d553,0x12d564,,"[""\\n"", ""<waita>@""]",,"4th…<var>4
3rd…<var>G<arrow>0"
38,0x12d564,0x12d575,,"[""\\n"", ""<waita>@""]",,"2nd…<var>4
1st…<var>G<arrow>0"
39,0x12d575,0x12d59c,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Gallop Stakes
Filly Race
5th…<var>4
<arrow>0"
40,0x12d59c,0x12d5ad,,"[""\\n"", ""<waita>@""]",,"4th…<var>4
3rd…<var>G<arrow>0"
41,0x12d5ad,0x12d5bc,,"[""\\n"", ""<waita>@""]",,"2nd…<var>4
1st…<var>G"
42,0x12d5bc,0x12d5c7,,"[""@""]",,Sp Diamond
43,0x12d5c7,0x12d5d3,,"[""@""]",,Rice Shower
44,0x12d5d3,0x12d5de,,"[""@""]",,Ocean King
45,0x12d5de,0x12d5e9,,"[""@""]",,H.Mountain
46,0x12d5e9,0x12d5f1,,"[""@""]",,RB King
47,0x12d5f1,0x12d5fd,,"[""@""]",,Great Brian
48,0x12d5fd,0x12d609,,"[""@""]",,Simply Stay
49,0x12d609,0x12d615,,"[""@""]",,Winning Gun
50,0x12d615,0x12d620,,"[""@""]",,White Dove
51,0x12d620,0x12d62a,,"[""@""]",,Diana Act
52,0x12d62a,0x12d636,,"[""@""]",,Ride Leader
53,0x12d636,0x12d642,,"[""@""]",,North Frost
54,0x12d642,0x12d64e,,"[""@""]",,Stone Flyer
