i,address,end,name_i,newlines,name,string,translation
10,0x1e79e7,0x1e7a19,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Yes! I'm very
happy…
Thanks <player>.
I love you!","Ja! Ich bin überglücklich...
Danke, <player>.
Ich liebe dich!"
11,0x1e7a19,0x1e7a51,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Cool! This is
what I'm talking
about! Thank
you♥","Cool! Genau das meine ich! Danke. ♥"
12,0x1e7a51,0x1e7a89,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Hey, that's what
I'm talking
about! Good
work!","Hey, genau das meine ich! Gute Arbeit!"
13,0x1e7a89,0x1e7a9f,,"[""\\n"", ""<arrow>0<waita>@""]",,"A few years
later…","Ein paar Jahre später..."
14,0x1e7a9f,0x1e7afe,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita>@""]",<partner>,"<player>? What can
I do today?
… … … …
… … … …
What? Really?
I am going to
work hard!!
","<player>? Was gibt es heute für mich zu tun?
... ... ... ...
... ... ... ...
Was, wirklich? Gut, ich werde mein Bestes geben!!"
15,0x1e7afe,0x1e7b56,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita>@""]",<partner>,"… … Wow,
the baby moved.
Hee hee. We have
to work hard for
the baby…Daddy♥
","... ... Wow, das Baby hat sich bewegt. Hihihi. Wir müssen uns für das Baby ins Zeug legen... Papi. ♥"
16,0x1e7b56,0x1e7b99,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"<player> lived with
<var>0 happily
ever after.

Harvest Moon 3
The End","Und so lebten <player> und <var>0 glücklich miteinander bis ans Ende ihrer Tage.

Harvest Moon 3
- Ende -"
17,0x1e7b99,0x1e7bcd,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita>@""]",<partner>,"That was great
<player>. OK, it's
time to work…
","Das war großartig, <player>. Gut, machen wir uns an die Arbeit..."
18,0x1e7bcd,0x1e7c2c,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita>@""]",<partner>,"What's wrong?
… … … …
The baby moved?
Wow! Now I have
to work harder
for the baby!","Was ist los?
... ... ... ...
Das Baby hat sich bewegt? Wow! Jetzt muss ich noch härter arbeiten!"
19,0x1e7c2c,0x1e7c6f,,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"<player> lived with
<var>0 happily
ever after.

Harvest Moon 3
The End","Und so lebten <player> und <var>0 glücklich miteinander bis ans Ende ihrer Tage.

Harvest Moon 3
- Ende -"
