i,address,end,name_i,newlines,name,string
55,0x10d4b6,0x10d505,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Alright! I'll
order it right
away. It should
be here in three
days.
"
56,0x10d505,0x10d54d,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GT000@""]",,"No? Why? It's
really cool…
Are you sure?
 Yes          No<ask>"
57,0x10d54d,0x10d578,1,"[""\\n"", "" <arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"I guess you
really don't
want it…
"
58,0x10d578,0x10d692,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", "" \\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"<player>…
I was thinking
maybe we should
set a goal to
make Harry's
dream come true.
Why don't we try
to keep three of
each animal and
ship more than
300 crops to the
Farmers' Union
by the end of
next Winter?
Is it too hard?

<noname><name>0 Let's try!
 No way.<ask>"
59,0x10d692,0x10d6f9,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"OK <player>!
You're one true
farm owner.
I'll work as
hard as I can,
so give me lots
of work!
"
60,0x10d6f9,0x10d763,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"Really? I like
setting goals
a little high.
<player>…let's try
it!

<noname><name>0 OK… I will.
 No way.<ask>"
61,0x10d763,0x10d7f7,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Dreams can come
true if you try
with all your
heart. It's just
a quote from a
book I read a
long time ago.
I'm counting
on you <player>.
"
62,0x10d7f7,0x10d844,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Why can't you
try…? Forget
it. You are the
owner. I'm going
out.
"
63,0x10d844,0x10d885,1,"[""\\n"", "" <arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"<player>
What date is it
today? <var>C of
<var>4? It's my
birthday.
"
64,0x10d885,0x10d8b5,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Is this a
birthday gift?
Thanks <player>!
Yippy!"
65,0x10d8b5,0x10d90a,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", "" \\n"", ""<waita>@""]",,"What? Is this
possibly a
birthday gift?
…Thanks, I
guess…I don't
really…"
66,0x10d90a,0x10d966,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"A birthday gift
is not about
quantity, so
I don't need
anymore <player>.
Thanks anyway."
67,0x10d966,0x10d9aa,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"Hey <player>!
Nice day, huh?
<noname><name>0 What's up?
 You're weird.<ask>"
68,0x10d9aa,0x10da2d,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", "" \\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"Alright!
Another busy day
tomorrow! …
Ouch…! Hmmmm!
Nothing. Don't
worry.
<noname><name>0 You're hurt.
 You're limping.<ask>"
69,0x10da2d,0x10daba,1,"[""\\n"", ""<arrow>0<waita><clear>"", "" \\n"", ""<arrow>0<waita><clear>"", ""\\n"", "" <arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Huh? Oh, I
already treated
it… I didn't
mean to make you
worry… Sorry
<player>! I don't
think I can work
for the next 10
days…
"
70,0x10daba,0x10dad5,1,"[""\\n"", ""<waita>@""]",,"I'll be fine…
Sorry <player>."
71,0x10dad5,0x10db53,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", "" <arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"…Uh <player>?
I know it was my
idea to set a
goal, but don't
you think it's
too hard?
<noname><name>0 Not at all.
 Maybe…<ask>"
72,0x10db53,0x10dbe3,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"I was wondering
why is it you
work so hard…
Is it because
you want to make
Harry's dream
come true?

<noname><name>0 No…
 Of course!<ask>"
73,0x10dbe3,0x10dc62,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"Right? But you
work so hard…
Is that because
you want to make
Harry's dream
come true?
<noname><name>0 No…
 Of course!<ask>"
74,0x10dc62,0x10dcb5,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"Then why are you
working so hard?
<noname><name>0 I just want to.
 I don't know.<ask>"
75,0x10dcb5,0x10dd19,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"…That's all?
You are making
me work only for
that reason?
<noname><name>0 Making you…?
 Sorry…<ask>"
76,0x10dd19,0x10ddbb,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", "" <arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Ha ha ha! Right!
You do it
because you want
to. I can't
believe I didn't
notice such a
simple thing.
Thanks <player>.
OK! Let's work
harder tomorrow!"
77,0x10ddbb,0x10de2f,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"…don't know…
You're just
working and I'm
just here…
<player>…you should
try to find a
purpose in your
life…"
78,0x10de2f,0x10de4f,1,"[""\\n"", ""<waita>@""]",,"…Sorry. I've
said too much…"
79,0x10de4f,0x10de72,1,"[""\\n"", ""<waita>@""]",,"Don't apologize!
I feel worse…"
80,0x10de72,0x10dea4,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"…? Time to
get up…Oooh I
don't feel well.
"
81,0x10dea4,0x10decb,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Good morning
<player>! Time to
get up!
"
82,0x10decb,0x10df2a,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Wake up… Are
you OK? You have
a fever… I'll
do the work, so
you can take a
day off."
83,0x10df2a,0x10df71,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Umm…low heat…
Add beaten eggs.
A pinch of salt.
OK! It's ready!"
84,0x10df71,0x10e069,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"<player>? Are you
feeling better?
Your temperature
is lower this
morning…
I made a soup
for you… …?
You want me to
feed you? Umm…
OK, here open
your mouth…
Be careful. It's
pretty hot…
… … … …
How is it?

<noname><name>0 Good!
 ……<ask>"
85,0x10e069,0x10e0f4,1,"["" \\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"…Good? That's
good! Rose from
the restaurant
in my hometown
showed me how to
make this. I
hope you'll feel
better tomorrow."
86,0x10e0f4,0x10e17d,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"…Ha ha. You
are so honest..,
Well, it was my
first time, you
know? I hope you
don't get worse
because of it…
Good night…"
87,0x10e17d,0x10e1fd,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"No! Don't step
on it! Oh good.
It's OK… This?
This pendant
is my mom's…

<noname><name>0 How beautiful.
 Oh, really…<ask>"
88,0x10e1fd,0x10e2aa,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"Isn't it pretty?
It's called a
Moonlight Stone.
It's a very rare
stone only found
in a mine
faraway from my
hometown.
<noname><name>0 …I want…it.
 Oh, really.<ask>"
89,0x10e2aa,0x10e2f3,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""<waita>@""]",,"‘Oh, really.'?
That's it?
Humph… Another
busy day
tomorrow!"
90,0x10e2f3,0x10e380,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"What? There is
no way you can
have this! Ha!
I was thinking
about giving it
to my future
wife… You are
probably not the
one…
"
91,0x10e380,0x10e419,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Hey <player>.
I'm going out.
I'll be at that
place where we
can see a nice
sunset. Come if
you want. I'll
be there until
midnight. See
you <player>."
92,0x10e419,0x10e452,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"Good work today.
Let's talk.
<noname><name>0 Why?
 OK…<ask>"
93,0x10e452,0x10e596,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"…Just listen.
I'm serious. I
think I should
get off of this
island to find
my own dream…
I've been
watching you
work so hard
for your dream
and you made me
realize that it
is not too late
for me to find
a dream again…
So, I want to
get off of this
island…
<noname><name>0 No way!
 You're right…<ask>"
94,0x10e596,0x10e69f,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"I'm serious.
I think I will
move off of this
island. I've
been watching
you work hard
for your dream
and you made me
want to search
for my dream all
over again.
I used to like
you, you know?
My dream…
<noname><name>0 Whhaaaat?!
 OK, I guess.<ask>"
95,0x10e69f,0x10e7b2,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"Wha…? Ha ha!
Thanks <player>!
I was about to
make the same
mistake again!
It's not too
late to find my
dream after we
have achieved
our goals here.
Sorry <player>.
Forget what I
said. Now I
want to work
with you on
this farm!
<noname><name>0 Of course!
 Your dream?<ask>"
96,0x10e7b2,0x10e853,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"Wha…? Ha ha!
Thanks <player>!
Now I know what
I want! I think
I can be like I
used to be. It's
all thanks to
you…
<noname><name>0 What about me?
 Good luck!<ask>"
97,0x10e853,0x10e8ab,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", "" \\n"", ""<waita>@""]",,"Thanks <player>…
I'm really
sorry. Ha ha…
It's kind of
funny…I don't
mean to cry…"
98,0x10e8ab,0x10e945,1,"[""\\n"", ""<arrow>0<waita><clear>"", "" \\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"I'll never give
up my dream!…
If… you don't
want me to stay
here… I'll…
Do you want me
to leave…?

<noname><name>0 No way!
 Get your dream.<ask>"
99,0x10e945,0x10e9bf,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",,"Don't say that.
I want to stay
here, too…
Well, but… Can
I stay… here?

<noname><name>0 Of course!
 Your dream?<ask>"
100,0x10e9bf,0x10ea08,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Yes… I will
search for my
dream! Thanks
for everything.
Bye <player>…
"
101,0x10ea08,0x10ea66,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Are you sure
that I can stay
here? Oh no,
I don't mean to
cry… I'm just
so happy…"
102,0x10ea66,0x10eabc,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"<var>0 really
went to search
for his dream…
I have to work
harder by myself
now…"
103,0x10eabc,0x10eb9c,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"A few days
later, I came to
realize that the
farm is too big
for me to handle
on my own…
Some dreams will
never come true
without a good
partner… And,
my dream was one
of them…
<noname>Harvest Moon 3
The End"
104,0x10eb9c,0x10ec2f,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"<player>…Ah…
I have something
to tell you, so
please come to
the cliff? It's
very pretty at
night, you know?
I'll be waiting
for you.
"
105,0x10ec2f,0x10ec73,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Good morning
<player>. It's today.
Are you ready to
go to Elder's?"
106,0x10ec73,0x10ecb7,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Good morning
<player>. It's today.
Are you ready to
go to Elder's?"
107,0x10ecb7,0x10ed2a,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",,"Ah…<player>?
I'm always like
this as you
know, but I will
make you happy
for the rest of
my life,
Darling."
