i,address,end,name_i,newlines,name,string
35,0x10dd19,0x10ddbb,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", "" <arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Ha ha ha! Right!
You do it
because you want
to. I can't
believe I didn't
notice such a
simple thing.
Thanks <player>.
OK! Let's work
harder tomorrow!"
36,0x10ddbb,0x10de2f,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"…don't know…
You're just
working and I'm
just here…
<player>…you should
try to find a
purpose in your
life…"
37,0x10de2f,0x10de4f,1,"[""\\n"", ""<waita>@""]",<partner>,"…Sorry. I've
said too much…"
38,0x10de4f,0x10de72,1,"[""\\n"", ""<waita>@""]",<partner>,"Don't apologize!
I feel worse…"
39,0x10de72,0x10dea4,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<player>,"…? Time to
get up…Oooh I
don't feel well.
"
40,0x10dea4,0x10decb,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Good morning
<player>! Time to
get up!
"
41,0x10decb,0x10df2a,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Wake up… Are
you OK? You have
a fever… I'll
do the work, so
you can take a
day off."
42,0x10df2a,0x10df71,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Umm…low heat…
Add beaten eggs.
A pinch of salt.
OK! It's ready!"
43,0x10df71,0x10e069,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",<partner>,"<player>? Are you
feeling better?
Your temperature
is lower this
morning…
I made a soup
for you… …?
You want me to
feed you? Umm…
OK, here open
your mouth…
Be careful. It's
pretty hot…
… … … …
How is it?

<noname><name>0 Good!
 ……<ask>"
44,0x10e069,0x10e0f4,1,"["" \\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"…Good? That's
good! Rose from
the restaurant
in my hometown
showed me how to
make this. I
hope you'll feel
better tomorrow."
45,0x10e0f4,0x10e17d,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"…Ha ha. You
are so honest..,
Well, it was my
first time, you
know? I hope you
don't get worse
because of it…
Good night…"
46,0x10e17d,0x10e1fd,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",<partner>,"No! Don't step
on it! Oh good.
It's OK… This?
This pendant
is my mom's…

<noname><name>0 How beautiful.
 Oh, really…<ask>"
47,0x10e1fd,0x10e2aa,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",<partner>,"Isn't it pretty?
It's called a
Moonlight Stone.
It's a very rare
stone only found
in a mine
faraway from my
hometown.
<noname><name>0 …I want…it.
 Oh, really.<ask>"
48,0x10e2aa,0x10e2f3,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""<waita>@""]",<partner>,"‘Oh, really.'?
That's it?
Humph… Another
busy day
tomorrow!"
49,0x10e2f3,0x10e380,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"What? There is
no way you can
have this! Ha!
I was thinking
about giving it
to my future
wife… You are
probably not the
one…
"
50,0x10e380,0x10e419,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Hey <player>.
I'm going out.
I'll be at that
place where we
can see a nice
sunset. Come if
you want. I'll
be there until
midnight. See
you <player>."
51,0x10e419,0x10e452,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",<partner>,"Good work today.
Let's talk.
<noname><name>0 Why?
 OK…<ask>"
52,0x10e452,0x10e596,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",<partner>,"…Just listen.
I'm serious. I
think I should
get off of this
island to find
my own dream…
I've been
watching you
work so hard
for your dream
and you made me
realize that it
is not too late
for me to find
a dream again…
So, I want to
get off of this
island…
<noname><name>0 No way!
 You're right…<ask>"
53,0x10e596,0x10e69f,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",<partner>,"I'm serious.
I think I will
move off of this
island. I've
been watching
you work hard
for your dream
and you made me
want to search
for my dream all
over again.
I used to like
you, you know?
My dream…
<noname><name>0 Whhaaaat?!
 OK, I guess.<ask>"
54,0x10e69f,0x10e7b2,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",<partner>,"Wha…? Ha ha!
Thanks <player>!
I was about to
make the same
mistake again!
It's not too
late to find my
dream after we
have achieved
our goals here.
Sorry <player>.
Forget what I
said. Now I
want to work
with you on
this farm!
<noname><name>0 Of course!
 Your dream?<ask>"
55,0x10e7b2,0x10e853,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",<partner>,"Wha…? Ha ha!
Thanks <player>!
Now I know what
I want! I think
I can be like I
used to be. It's
all thanks to
you…
<noname><name>0 What about me?
 Good luck!<ask>"
56,0x10e853,0x10e8ab,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", "" \\n"", ""<waita>@""]",<partner>,"Thanks <player>…
I'm really
sorry. Ha ha…
It's kind of
funny…I don't
mean to cry…"
57,0x10e8ab,0x10e945,1,"[""\\n"", ""<arrow>0<waita><clear>"", "" \\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",<partner>,"I'll never give
up my dream!…
If… you don't
want me to stay
here… I'll…
Do you want me
to leave…?

<noname><name>0 No way!
 Get your dream.<ask>"
58,0x10e945,0x10e9bf,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""100G001@""]",<partner>,"Don't say that.
I want to stay
here, too…
Well, but… Can
I stay… here?

<noname><name>0 Of course!
 Your dream?<ask>"
59,0x10e9bf,0x10ea08,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Yes… I will
search for my
dream! Thanks
for everything.
Bye <player>…
"
60,0x10ea08,0x10ea66,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Are you sure
that I can stay
here? Oh no,
I don't mean to
cry… I'm just
so happy…"
61,0x10ea66,0x10eabc,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<player>,"<var>0 really
went to search
for his dream…
I have to work
harder by myself
now…"
62,0x10eabc,0x10eb9c,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<player>,"A few days
later, I came to
realize that the
farm is too big
for me to handle
on my own…
Some dreams will
never come true
without a good
partner… And,
my dream was one
of them…
<noname>Harvest Moon 3
The End"
63,0x10eb9c,0x10ec2f,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"<player>…Ah…
I have something
to tell you, so
please come to
the cliff? It's
very pretty at
night, you know?
I'll be waiting
for you.
"
64,0x10ec2f,0x10ec73,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Good morning
<player>. It's today.
Are you ready to
go to Elder's?"
65,0x10ec73,0x10ecb7,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Good morning
<player>. It's today.
Are you ready to
go to Elder's?"
66,0x10ecb7,0x10ed2a,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Ah…<player>?
I'm always like
this as you
know, but I will
make you happy
for the rest of
my life,
Darling."
67,0x10ed2a,0x10edf6,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Good morning
<player>. I had a
strange dream
last night…
A pelican… No,
a stork was
flying toward
me, but I woke
up right then.
What do you
think? It might
be telling me
about our baby?!
"
68,0x10edf6,0x10eea3,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Good morning
<player>. Ah…please
listen to me
calmly. I… may
become a mommy.
I'm pregnant!
I can't work
for two months
…so, you will
be busy…Good
luck DADDY!
"
