i,address,end,name_i,newlines,name,string
23,0x1094a1,0x1095e8,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""<waita>@""]",<partner>,"Aahhh! <player>…
Did you find a
cub? Really…
Well, If you
think about it,
it was a good
thing <player>.
If there was a
cub, there would
also be a
mother. What if
someone got
attacked by the
mother bear?
The hunters
might hunt her
down too. So, it
was good that we
didn't find the
cub. Let's go
home <player>."
24,0x1095e8,0x109619,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<player>,"Time to get up.
… I don't feel
too well…
"
25,0x109619,0x1096a6,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"What happened
<player>? You look
pale…

<name>0I think I got
sick…Can I stay
in bed today?

<name>1No way!…I'm
kidding. Have a
good rest♥
"
26,0x1096a6,0x1096d4,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<player>,"It's time to get
up… I have a
fever…?
"
27,0x1096d4,0x10974d,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"What's wrong?
You look pale,
<player>…

<name>0I think I'm
sick. Can I
stay in bed
today…?
<name>1OK. Have a
good rest."
28,0x10974d,0x1097b8,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Good morning
<player>! Today is
your birthday,
isn't it? I have
a present for
you. Happy
birthday!
"
29,0x1097b8,0x1097ed,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<player>,"Her present was
a very warm and
kind gesture…
"
30,0x1097ed,0x10984d,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"Good morning
<player>. Today is
your birthday,
right? I have
a gift for you.
Happy birthday!"
31,0x10984d,0x10987f,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<player>,"His gift was a
very warm and
kind gesture…
"
32,0x10987f,0x1098d0,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<player>,"The present is
a big rucksack!!
Now you can
carry twice as
many items!
"
