i,address,end,name_i,newlines,name,string,translation
10,0x142d0a,0x142d4b,16,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Cozy,"Wow! This is the
King of Lake!!
How mysterious!
Thank you!","Wow! Das ist also der Seekönig!! Er ist wirklich was besonderes! Danke!"
11,0x142d4b,0x142d8f,16,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Cozy,"…Never mind.
It was stupid of
me to expect the
fish from you.","...Ach, vergiss es. Von dir zu verlangen, diesen Fisch zu fangen, war blöd von mir."
12,0x142d8f,0x142dbd,16,"[""\\n"", ""<arrow>0<waita><clear>"", ""<waita>@""]",Cozy,"Thank you.
I will take
good care of it.","Danke. Ich werde mich gut darum kümmern."
13,0x142dbd,0x142e7d,13,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Lukia,"Hi <player>. Can I
ask you a
question? My mom
is sick, and a
doctor called
Isha told me
that the Full
Moon Flower
extract is good
for her. Do you
know where I can
find the flower?","Hi, <player>. Kann ich dich was fragen? Meine Mama ist krank und der Arzt hat ihr Vollmondblumen verschrieben. Weißt du zufällig wo ich diese Blume finde?"
14,0x142e7d,0x142eb6,13,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Lukia,"Do you know
where I can
find the Full
Moon Flower?","Weißt du zufällig wo ich die Vollmondblume finde?"
15,0x142eb6,0x142f22,13,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Lukia,"Is that really
the Full Moon
Flower!? You've
brought it for
me? Thank you
<player>! You're so
nice!
","Ist das eine Vollmundblume?! Du hast sie extra für mich besorgt? Danke, <player>! Das ist lieb von dir!"
16,0x142f22,0x142f58,13,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Lukia,"I can imagine
how happy my mom
is going to be.
","Meiner Mama wird es gleich viel besser gehen."
17,0x142f58,0x142fab,14,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GT000@""]",Lyla,"Hi <player>.
Welcome. Ah…
can you please
do me a favor?

 Yes          No<ask>","Hallo, <player>!
Sag, kann ich dich vielleicht um einen Gefallen bitten?

 Ja          Nein<ask>"
18,0x142fab,0x143186,14,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""10GT000@""]",Lyla,"I went to the
island with my
friend the other
day. I loved
playing with the
animals and
walking in
nature. It was
so much fun that
we lost track of
time and missed
the ferry. But,
a fisherman
named Billy
helped us out.
Since then, I
can't stop
thinking about
his sweet smile.
…It was love
at first sight.
The ocean is so
cold in the
winter, I want
to knit a
scarf for him…
Can you spare me
some yarn?

 Yes          No<ask>","Vor ein paar Tagen bin ich mit Freunden rüber auf die Insel. Wir haben mit den Tieren gespielt und waren viel wandern. Hach, wie schön das war! Bei dem ganzen Spaß haben wir die Zeit vergessen und die Fähre nach Hause verpasst. Aber zum Glück war da Billy, der Fischer. Er hat uns schließlich aus der Patsche geholfen! Und seitdem kann ich nicht mehr aufhören, an sein süßes Lächeln zu denken.
... Ich glaube, es war Liebe auf den ersten Blick. Im Winter wehen die Küstenwinde wieder besonders stark, deshalb würde ich ihm gerne einen Schal stricken...
Hättest du etwas Garn für mich übrig?

 Ja          Nein<ask>"
19,0x143186,0x1431a9,14,"[""\\n"", ""<waita>@""]",Lyla,"…OK. You're not
very friendly…","... Na gut. Schade, ich dachte du wärst hilfsbereiter..."
20,0x1431a9,0x143207,14,"[""\\n"", "" <arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Lyla,"I'm not in a
hurry or
anything, but
I'd like to have
it by the end of
the month.","Es eilt nicht, aber ich bräuchte den Garn spätestens bis zum Ende des Monats."
21,0x143207,0x143237,14,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Lyla,"No yarn yet?
It's going to be
too late.
","Du hast immernoch kein Garn für mich? Bald ist es zu spät."
22,0x143237,0x143261,14,"[""\\n"", ""<arrow>0<waita><clear>"", ""<waita>@""]",Lyla,"Thank you <player>.
I'll knit a nice
one.","Danke, <player>! Daraus lässt sich ein schicker Schal stricken."
23,0x143261,0x1432b3,14,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Lyla,"Knitting a scarf
is very hard for
me, but I'll try
my best for
Billy.
","Einen Schal zu stricken ist nicht gerade leicht, aber für Billy werde ich mir natürlich besonders viel Mühe geben."
24,0x1432b3,0x1432ec,14,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Lyla,"It's getting
cold. I have to
finish up the
scarf…","Der Winter naht. Hoffentlich wird der Schal rechtzeitig fertig..."
25,0x1432ec,0x1433e3,14,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", "" \\n"", ""<arrow>0<waita><clear>"", "" \\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Lyla,"I'm finally done
with the scarf.
I used a lot of
yarn so it's
really warm. I'm
very nervous
about giving it
to Billy, but I
don't want to
waste your nice
yarn. I'll give
it to him on
25th after
work.
Wish me luck.
","Endlich ist der Schal fertig! Ich habe den Garn komplett aufgebraucht, er sollte also schön warm halten.
Aber wenn ich mir vorstelle, wie ich Billy den Schal gebe, dann macht mich das ganz nervös... naja, muss ich durch. Soll ja nicht umsonst gewesen sein! Ich überreiche ihm den Schal am 25., nach der Arbeit. Wünsch mir Glück!"
26,0x1433e3,0x143403,14,"[""\\n"", ""<waita>@""]",Lyla,"Thank you, <player>.
Wish me luck.","Danke, <player>. Wünsch mir Glück!"
27,0x143403,0x14355e,14,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Lyla,"Ah <player>. Thank
you very much
for everything
the other day.
I went to see
Billy on the
25th. He
remembered me,
and he loved
the scarf too.
…I told him
how I feel about
him…but, he is
in love with
someone else…
But I feel much
better now that
I told him. I
appreciate what
you've done for
me <player>. Thank
you very much.","Ah, <player>! Danke nochmal für alles. Ich bin wie geplant am 25. zu Billy um ihm den Schal zu geben. Er erinnerte sich noch an mich und der Schal gefiel ihm sehr.
... Ich habe ihm dann gesagt, was ich für ihn fühle, aber... er sagte, er liebt bereits eine andere...
Aber jetzt, da ich es ihm gesagt habe, fühle ich mich viel besser. Danke nochmal für deine Hilfe, <player>. Wirklich, vielen Dank."
28,0x14355e,0x1435b2,14,"["" \\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Lyla,"My wish didn't
come true, but
I appreciate
what you've done
for me <player>.
","Auch wenn mein Wunsch nicht in Erfüllung ging, danke ich dir dennoch für deine Mühen, <player>."
29,0x1435b2,0x1435fb,14,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Lyla,"I don't need the
yarn any more.
It's too late to
start knitting.","Ich brauche keinen Garn mehr. Es ist zu spät, um noch mit dem Stricken anzufangen."
30,0x1435fb,0x14363d,14,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Lyla,"I don't want to
see you for a
while. Can you
please leave?","Ich möchte dich für eine Weile nicht sehen. Geh bitte."
31,0x14363d,0x143800,16,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Cozy,"Is it possible
that I have all
the fish…?
Yes! I do! I do
have all the
fish in my tank!
Good job <player>!
I will make the
aquarium better
than ever! It's
all thanks to
you <player>! Oh,
this is for you.
It's a strange
fruit called a
Power Berry.
Some salesman
talked me into
buying it.
I don't have
anything else I
can give you,
but I really
appreciate what
you've done for
me! Come to see
me and the fish
any time!","Ja, ist das denn die Möglichkeit...? Ich... ich habe sie alle! Ich habe alle Fischarten in meinem Aquarium! Gut gemacht, <player>! Das Aquarium wird besser sein, denn je! Und das habe ich allein dir zu verdanken, <player>! Oh, das ist für dich. Diese Frucht nennt sich Power-Beere. Die hat mir mal irgendwer angedreht, aber ich kann damit nichts anfangen. Ich würde dir ja gerne mehr bieten, aber das ist alles, was ich habe. Nochmal vielen Dank für deine Hilfe! Komm mich und die Fische jederzeit besuchen!"
32,0x143800,0x143856,0,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<player>,"<var>0 might
have a baby
today… I will
be a father…
<name>eHello? Is this
<var>0's farm?","<var>0 könnte heute ein Baby bekommen... Ich werde Vater...
<name>eHallo? Ist das die Farm von <var>0?"
33,0x143856,0x143874,40,"[""\\n"", ""<waita>@""]",Nancy,"Ah, hello <player>.
Where is <var>0?","Ah, Hallo, <player>."
34,0x143874,0x1438b7,40,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Nancy,"Oh, <var>0!
Oh, no… …
… … … …
…ah… and…
… … … …
… fine… OK!","Oh, <var>0!
Oh, nein... ... ...
... ... ... ... ... ...
... Ah... und nun...
... ... ... ... ...
... gut... okay!"
35,0x1438b7,0x1438d4,40,"[""\\n"", ""<waita>@""]",Nancy,"<player>, where is
the kitchen?","<player>, wo ist hier die Küche?"
36,0x1438d4,0x143936,40,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Nancy,"One more little
push… Hang in
there <var>0.
… … … …
A little more…
… … … …
There you go!
","Nur noch einmal kurz pressen... Halte durch, <var>0.
... ... ... ... ...
Noch ein kleines bisschen...
... ... ... ... ...
Und geschafft!"
37,0x143936,0x1439d4,40,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Nancy,"Congratulations
<player>. Your son
is healthy and
beautiful. Go
see <var>0. She
did wonderfully.
Anyway, what
happened to the
doctor…? Did
he get lost…?","Ich gratuliere, <player>. <var>0 hat einen hübschen, gesunden Sohn zur Welt gebracht! Du kannst jetzt zu ihr. Sie war wirklich sehr tapfer. Aber wo steckt denn nun eigentlich der Doktor...? Hat er sich verlaufen...? "
38,0x1439d4,0x143a6e,40,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",Nancy,"Congratulations
<player>. Your
daughter is so
beautiful. Go
see <var>0. She
did wonderfully.
Anyway, what
happened to the
doctor…? Did
he get lost…?","Ich gratuliere, <player>. <var>0 hat eine hübsche, gesunde Tochter zur Welt gebracht! Du kannst jetzt zu ihr. Sie war wirklich sehr tapfer. Aber wo steckt denn nun eigentlich der Doktor...? Hat er sich verlaufen...?"
39,0x143a6e,0x143aab,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"<player>… This is
our baby. Oh,
please give him
a nice name.","<player>... Sieh nur, unser Baby. Oh, wir brauchen noch einen schönen Namen."
40,0x143aab,0x143b21,1,"[""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<arrow>0<waita><clear>"", ""\\n"", ""<waita>@""]",<partner>,"One more member
in our family.
…I'm so happy.
We are going to
have a wonderful
future together,
Daddy!
","Und so wächst unsere Familie um ein weiteres Mitglied.
... Ich bin so glücklich. Du wirst bestimmt einen ganz wunderbaren Vater abgeben!"
