i,address,end,name_i,newlines,name,string,translation
28,0x1e48ea,0x1e48f0,,"[""@""]",,Brush,Bürste
29,0x1e48f0,0x1e48f8,,"[""@""]",,Shampoo,Shampoo
30,0x1e48f8,0x1e4901,,"[""@""]",,Clippers,Schere
31,0x1e4901,0x1e4908,,"[""@""]",,Milker,Melker
32,0x1e4908,0x1e490f,,"[""@""]",,Saddle,Sattel
33,0x1e490f,0x1e4919,,"[""@""]",,Scarecrow,Vogelscheuche
34,0x1e4919,0x1e4928,,"[""@""]",,"Miracle Gloves",Wunderhandschuhe
35,0x1e4928,0x1e4933,,"[""@""]",,"Fodder Set","Packung Tierfutter"
36,0x1e4933,0x1e493f,,"[""@""]",,"Fishing Rod",Angel
37,0x1e493f,0x1e4947,,"[""@""]",,"??? Egg",???-Ei
38,0x1e4947,0x1e4951,,"[""@""]",,Snowboard,Snowboard
39,0x1e4951,0x1e4955,,"[""@""]",,Pak,Pak
40,0x1e4955,0x1e4960,,"[""@""]",,"Sickle Lv1","Sichel Lv1"
41,0x1e4960,0x1e496b,,"[""@""]",,"Sickle Lv2","Sichel Lv2"
42,0x1e496b,0x1e4976,,"[""@""]",,"Sickle Lv3","Sichel Lv3"
43,0x1e4976,0x1e497e,,"[""@""]",,"Hoe Lv1","Hacke Lv1"
44,0x1e497e,0x1e4986,,"[""@""]",,"Hoe Lv2","Hacke Lv2"
45,0x1e4986,0x1e498e,,"[""@""]",,"Hoe Lv3","Hacke Lv3"
46,0x1e498e,0x1e4995,,"[""@""]",,"Ax Lv1","Axt Lv1"
47,0x1e4995,0x1e499c,,"[""@""]",,"Ax Lv2","Axt Lv2"
48,0x1e499c,0x1e49a3,,"[""@""]",,"Ax Lv3","Axt Lv3"
49,0x1e49a3,0x1e49ae,,"[""@""]",,"Hammer Lv1","Hammer Lv1"
50,0x1e49ae,0x1e49b9,,"[""@""]",,"Hammer Lv2","Hammer Lv2"
51,0x1e49b9,0x1e49c4,,"[""@""]",,"Hammer Lv3","Hammer Lv3"
52,0x1e49c4,0x1e49d3,,"[""@""]",,"Watering C.Lv1","Gießkanne Lv1"
53,0x1e49d3,0x1e49e2,,"[""@""]",,"Watering C.Lv2","Gießkanne Lv2"
54,0x1e49e2,0x1e49f1,,"[""@""]",,"Watering C.LV3","Gießkanne Lv3"
55,0x1e49f1,0x1e49f8,,"[""@""]",,Sickle,Sichel
56,0x1e49f8,0x1e49ff,,"[""@""]",,Sickle,Sichel
57,0x1e49ff,0x1e4a06,,"[""@""]",,Sickle,Sichel
58,0x1e4a06,0x1e4a0a,,"[""@""]",,Hoe,Hacke
59,0x1e4a0a,0x1e4a0e,,"[""@""]",,Hoe,Hacke
60,0x1e4a0e,0x1e4a12,,"[""@""]",,Hoe,Hacke
61,0x1e4a12,0x1e4a15,,"[""@""]",,Ax,Axt
62,0x1e4a15,0x1e4a18,,"[""@""]",,Ax,Axt
63,0x1e4a18,0x1e4a1b,,"[""@""]",,Ax,Axt
64,0x1e4a1b,0x1e4a22,,"[""@""]",,Hammer,Hammer
65,0x1e4a22,0x1e4a29,,"[""@""]",,Hammer,Hammer
66,0x1e4a29,0x1e4a30,,"[""@""]",,Hammer,Hammer
67,0x1e4a30,0x1e4a3d,,"[""@""]",,"Watering Can",Gießkanne
68,0x1e4a3d,0x1e4a4a,,"[""@""]",,"Watering Can",Gießkanne
69,0x1e4a4a,0x1e4a57,,"[""@""]",,"Watering Can",Gießkanne
